Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 96: ;182;3.8;3.8;OK
delegado 97: ;214;3.8;4.7;OK
delegado 98: ;193;4.7;4.7;OK
delegado 99: ;196;4.7;4.7;OK
delegado 100: ;176;4.7;2.9;OK
delegado 101: ;178;2.9;2.9;OK
delegado 102: ;167;2.9;2.9;OK
delegado 103: ;244;2.9;3.9;OK
delegado 104: ;207;3.9;3.9;OK
delegado 105: ;180;3.9;3.9;OK
delegado 106: ;207;3.9;3.9;OK
delegado 107: ;206;3.9;3.9;OK
delegado 108: ;191;3.9;3.9;OK
delegado 109: ;191;3.9;5.7;OK
delegado 110: ;246;5.7;5.7;OK
delegado 111: ;134;5.7;5.7;OK
delegado 112: ;135;5.7;3.2;OK
delegado 113: ;135;3.2;3.2;OK
delegado 114: ;161;3.2;3.2;OK
delegado 115: ;202;3.2;3.9;OK
delegado 116: ;180;3.9;3.9;OK
delegado 117: ;211;3.9;3.9;OK
delegado 118: ;180;3.9;4.7;OK
delegado 119: ;192;4.7;4.7;OK
delegado 120: ;181;4.7;4.7;OK
delegado 121: ;239;4.7;2.7;OK
delegado 122: ;156;2.7;2.7;OK
delegado 123: ;217;2.7;2.7;OK
delegado 124: ;200;2.7;4.0;OK
delegado 125: ;246;4.0;4.0;OK
delegado 126: ;222;4.0;2.2;OK
delegado 127: ;169;2.2;2.2;OK
delegado 128: ;182;2.2;2.2;OK
delegado 129: ;245;2.2;7.9;OK
delegado 130: ;176;7.9;7.9;OK
delegado 131: ;228;7.9;7.9;OK
delegado 132: ;176;7.9;3.5;OK
delegado 133: ;139;3.5;3.5;OK
delegado 134: ;164;3.5;3.5;OK
delegado 135: ;349;3.5;1.0;OK
delegado 136: ;183;1.0;1.0;OK
delegado 137: ;240;1.0;1.0;OK
delegado 138: ;186;1.0;4.4;OK
delegado 139: ;171;4.4;4.4;OK
delegado 140: ;193;4.4;4.4;OK
delegado 141: ;179;4.4;1.8;OK
delegado 142: ;197;1.8;1.8;OK
delegado 143: ;195;1.8;1.8;OK
delegado 144: ;336;1.8;2.3;OK
delegado 145: ;207;2.3;2.3;OK
delegado 146: ;243;2.3;2.3;OK
delegado 147: ;182;2.3;2.3;OK
delegado 148: ;163;2.3;2.3;OK
delegado 149: ;160;2.3;4.6;OK
delegado 150: ;196;4.6;4.6;OK
delegado 151: ;192;4.6;4.6;OK
delegado 152: ;162;4.6;4.9;OK
delegado 153: ;179;4.9;4.9;OK
delegado 154: ;288;4.9;2.2;OK
delegado 155: ;184;2.2;2.2;OK
delegado 156: ;149;2.2;2.2;OK
delegado 157: ;327;2.2;4.6;OK
delegado 158: ;169;4.6;4.6;OK
delegado 159: ;195;4.6;4.6;OK
delegado 160: ;298;4.6;2.6;OK
delegado 161: ;208;2.6;2.6;OK
delegado 162: ;273;2.6;4.3;OK
delegado 163: ;219;4.3;4.3;OK
delegado 164: ;165;4.3;4.3;OK
delegado 165: ;289;4.3;2.5;OK
delegado 166: ;299;2.5;2.5;OK
delegado 167: ;233;2.5;2.6;OK
delegado 168: ;170;2.6;2.6;OK
delegado 169: ;216;2.6;2.6;OK
delegado 170: ;176;2.6;4.8;OK
delegado 171: ;236;4.8;4.8;OK
delegado 172: ;169;4.8;4.8;OK
delegado 173: ;208;4.8;2.7;OK
delegado 174: ;168;2.7;2.7;OK
delegado 175: ;201;2.7;2.7;OK
delegado 176: ;215;2.7;4.0;OK
delegado 177: ;206;4.0;4.0;OK
delegado 178: ;180;4.0;4.0;OK
delegado 179: ;239;4.0;2.7;OK
delegado 180: ;167;2.7;2.7;OK
delegado 181: ;190;2.7;2.7;OK
delegado 182: ;199;2.7;4.2;OK
delegado 183: ;169;4.2;4.2;OK
delegado 184: ;247;4.2;4.2;OK
delegado 185: ;214;4.2;5.9;OK
delegado 186: ;175;5.9;5.9;OK
delegado 187: ;236;5.9;5.9;OK
delegado 188: ;181;5.9;3.9;OK
delegado 189: ;165;3.9;3.9;OK
delegado 190: ;177;3.9;3.9;OK
delegado 191: ;192;3.9;5.0;OK
delegado 192: ;158;5.0;5.0;OK
delegado 193: ;187;5.0;5.0;OK
delegado 194: ;165;5.0;3.9;OK
delegado 195: ;185;3.9;3.9;OK
delegado 196: ;220;3.9;3.9;OK
delegado 197: ;174;3.9;4.1;OK
delegado 198: ;183;4.1;4.1;OK
delegado 199: ;177;4.1;4.1;OK
Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1858;27.9;36.5;OK
delegado 1: ;209;36.5;36.5;OK
delegado 2: ;260;36.5;3.6;OK
delegado 3: ;143;3.6;3.6;OK
delegado 4: ;153;3.6;3.6;OK
delegado 5: ;193;3.6;4.0;OK
delegado 6: ;249;4.0;4.0;OK
delegado 7: ;243;4.0;3.5;OK
delegado 8: ;206;3.5;3.5;OK
delegado 9: ;252;3.5;6.0;OK
delegado 10: ;264;6.0;6.0;OK
delegado 11: ;188;6.0;4.5;OK
delegado 12: ;149;4.5;4.5;OK
delegado 13: ;156;4.5;4.5;OK
delegado 14: ;294;4.5;3.9;OK
delegado 15: ;211;3.9;3.9;OK
delegado 16: ;173;3.9;3.9;OK
delegado 17: ;218;3.9;2.7;OK
delegado 18: ;191;2.7;2.7;OK
delegado 19: ;201;2.7;2.7;OK
delegado 20: ;182;2.7;6.4;OK
delegado 21: ;293;6.4;6.4;OK
delegado 22: ;215;6.4;1.3;OK
delegado 23: ;192;1.3;1.3;OK
delegado 24: ;177;1.3;1.3;OK
delegado 25: ;205;1.3;4.6;OK
delegado 26: ;248;4.6;4.6;OK
delegado 27: ;197;4.6;1.5;OK
delegado 28: ;176;1.5;1.5;OK
delegado 29: ;313;1.5;3.5;OK
delegado 30: ;166;3.5;3.5;OK
delegado 31: ;213;3.5;3.5;OK
delegado 32: ;215;3.5;4.4;OK
delegado 33: ;207;4.4;4.4;OK
delegado 34: ;217;4.4;4.4;OK
delegado 35: ;330;4.6;4.6;OK
delegado 36: ;220;4.6;1.3;OK
delegado 37: ;259;1.3;1.3;OK
delegado 38: ;252;1.3;8.1;OK
delegado 39: ;192;8.1;8.1;OK
delegado 40: ;152;8.1;8.1;OK
delegado 41: ;287;8.1;3.7;OK
delegado 42: ;187;3.7;3.7;OK
delegado 43: ;271;3.7;3.0;OK
delegado 44: ;208;3.0;3.0;OK
delegado 45: ;182;3.0;3.0;OK
delegado 46: ;197;3.0;4.6;OK
delegado 47: ;198;4.6;4.6;OK
delegado 48: ;155;4.6;4.6;OK
delegado 49: ;170;4.6;3.8;OK
delegado 50: ;197;3.8;3.8;OK
delegado 51: ;189;3.8;3.8;OK
delegado 52: ;169;3.8;6.0;OK
delegado 53: ;197;6.0;6.0;OK
delegado 54: ;191;6.0;6.0;OK
delegado 55: ;181;6.0;4.1;OK
delegado 56: ;196;4.1;4.1;OK
delegado 57: ;193;4.1;4.1;OK
delegado 58: ;274;4.1;3.6;OK
delegado 59: ;162;3.6;3.6;OK
delegado 60: ;206;3.6;3.6;OK
delegado 61: ;233;3.6;7.3;OK
delegado 62: ;135;7.3;7.3;OK
delegado 63: ;215;7.3;7.3;OK
delegado 64: ;232;7.3;4.6;OK
delegado 65: ;208;4.6;4.6;OK
delegado 66: ;246;4.6;2.9;OK
delegado 67: ;193;2.9;2.9;OK
delegado 68: ;170;2.9;2.9;OK
delegado 69: ;195;2.9;5.4;OK
delegado 70: ;332;5.4;5.4;OK
delegado 71: ;345;5.4;2.0;OK
delegado 72: ;189;2.0;2.0;OK
delegado 73: ;176;2.0;2.0;OK
delegado 74: ;207;2.0;5.9;OK
delegado 75: ;208;5.9;5.9;OK
delegado 76: ;231;5.9;5.9;OK
delegado 77: ;202;3.7;3.7;OK
delegado 78: ;177;3.7;3.7;OK
delegado 79: ;325;3.7;2.0;OK
delegado 80: ;212;2.0;2.0;OK
delegado 81: ;193;2.0;2.0;OK
delegado 82: ;194;4.5;4.5;OK
delegado 83: ;207;4.5;4.5;OK
delegado 84: ;162;4.5;1.2;OK
delegado 85: ;176;1.2;1.2;OK
delegado 86: ;202;1.2;1.2;OK
delegado 87: ;228;1.2;5.0;OK
delegado 88: ;222;5.0;5.0;OK
delegado 89: ;182;5.0;5.0;OK
delegado 90: ;191;5.0;2.8;OK
delegado 91: ;207;2.8;2.8;OK
delegado 92: ;215;2.8;2.8;OK
delegado 93: ;199;2.8;2.7;OK
delegado 94: ;381;2.7;2.7;OK
delegado 95: ;229;2.7;1.7;OK
delegado 96: ;181;1.7;1.7;OK
delegado 97: ;186;1.7;1.7;OK
delegado 98: ;188;1.7;6.6;OK
delegado 99: ;262;6.6;6.6;OK
delegado 100: ;154;6.6;6.6;OK
delegado 101: ;213;6.6;3.7;OK
delegado 102: ;175;3.7;3.7;OK
delegado 103: ;177;3.7;3.7;OK
delegado 104: ;153;3.7;2.6;OK
delegado 105: ;190;2.6;2.6;OK
delegado 106: ;193;2.6;2.6;OK
delegado 107: ;272;2.6;6.8;OK
delegado 108: ;183;6.8;6.8;OK
delegado 109: ;162;6.8;6.8;OK
delegado 110: ;142;6.8;4.0;OK
delegado 111: ;163;4.0;4.0;OK
delegado 112: ;186;4.0;4.0;OK
delegado 113: ;257;4.0;6.1;OK
delegado 114: ;175;6.1;6.1;OK
delegado 115: ;186;6.1;6.1;OK
delegado 116: ;203;6.1;5.3;OK
delegado 117: ;150;5.3;5.3;OK
delegado 118: ;129;5.3;5.3;OK
delegado 119: ;198;5.3;5.5;OK
delegado 120: ;444;5.5;5.5;OK
delegado 121: ;178;5.5;1.1;OK
delegado 122: ;226;1.1;1.1;OK
delegado 123: ;191;1.1;1.1;OK
delegado 124: ;171;1.1;3.4;OK
delegado 125: ;193;3.4;3.4;OK
delegado 126: ;230;3.4;3.4;OK
delegado 127: ;188;6.1;6.1;OK
delegado 128: ;398;6.1;9.7;OK
delegado 129: ;942;9.7;0.6;OK
delegado 130: ;1235;0.6;0.5;OK
delegado 131: ;168;1.2;1.2;OK
delegado 132: ;335;1.2;1.4;OK
delegado 133: ;220;1.4;1.4;OK
delegado 134: ;258;1.4;2.9;OK
delegado 135: ;161;2.9;2.9;OK
delegado 136: ;252;2.9;2.9;OK
delegado 137: ;309;2.9;1.4;OK
delegado 138: ;183;1.4;1.4;OK
delegado 139: ;219;1.4;1.4;OK
delegado 140: ;250;1.4;2.6;OK
delegado 141: ;219;2.6;2.6;OK
delegado 142: ;224;2.6;1.5;OK
delegado 143: ;276;1.5;1.5;OK
delegado 144: ;237;1.5;2.7;OK
delegado 145: ;185;2.7;2.7;OK
delegado 146: ;162;2.7;2.7;OK
delegado 147: ;215;2.7;4.2;OK
delegado 148: ;242;4.2;4.2;OK
delegado 149: ;230;4.2;5.1;OK
delegado 150: ;184;5.1;5.1;OK
delegado 151: ;217;5.1;5.1;OK
delegado 152: ;171;5.1;3.5;OK
delegado 153: ;206;3.5;3.5;OK
delegado 154: ;210;3.5;3.5;OK
delegado 155: ;215;3.5;3.8;OK
delegado 156: ;237;3.8;3.8;OK
delegado 157: ;196;3.8;3.8;OK
delegado 158: ;208;5.2;5.2;OK
delegado 159: ;277;5.2;2.2;OK
delegado 160: ;211;2.2;2.2;OK
delegado 161: ;196;2.2;2.2;OK
delegado 162: ;832;2.2;1.7;OK
delegado 163: ;150;1.7;1.7;OK
delegado 164: ;188;1.7;1.7;OK
delegado 165: ;299;1.7;3.2;OK
delegado 166: ;222;3.2;3.2;OK
delegado 167: ;1006;3.2;1.2;OK
delegado 168: ;176;1.2;1.2;OK
delegado 169: ;162;1.2;1.2;OK
delegado 170: ;200;1.2;3.1;OK
delegado 171: ;194;3.1;3.1;OK
delegado 172: ;193;3.1;3.1;OK
delegado 173: ;163;3.1;2.4;OK
delegado 174: ;182;2.4;2.4;OK
delegado 175: ;204;2.4;2.4;OK
delegado 176: ;217;2.4;2.8;OK
delegado 177: ;210;2.8;2.8;OK
delegado 178: ;208;2.8;2.8;OK
delegado 179: ;121;2.8;4.3;OK
delegado 180: ;158;4.3;4.3;OK
delegado 181: ;227;4.3;4.3;OK
delegado 182: ;170;4.3;3.6;OK
delegado 183: ;214;3.6;3.6;OK
delegado 184: ;409;3.6;3.4;OK
delegado 185: ;177;3.4;3.4;OK
delegado 186: ;238;3.4;3.4;OK
delegado 187: ;264;3.4;4.0;OK
delegado 188: ;366;4.0;4.0;OK
delegado 189: ;206;4.0;3.1;OK
delegado 190: ;305;3.1;3.1;OK
delegado 191: ;174;3.1;2.9;OK
delegado 192: ;170;2.9;2.9;OK
delegado 193: ;200;2.9;2.9;OK
delegado 194: ;218;2.9;4.0;OK
delegado 195: ;177;4.0;4.0;OK
delegado 196: ;446;4.0;3.4;OK
delegado 197: ;164;3.4;3.4;OK
delegado 198: ;255;3.4;3.4;OK
delegado 199: ;174;3.4;4.0;OK
Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;2306;26.0;30.9;OK
delegado 1: ;198;30.9;30.9;OK
delegado 2: ;229;30.9;30.9;OK
delegado 3: ;173;11.4;11.4;OK
delegado 4: ;171;11.4;11.4;OK
delegado 5: ;166;11.4;5.3;OK
delegado 6: ;230;5.3;5.3;OK
delegado 7: ;280;5.3;2.7;OK
delegado 8: ;188;2.7;2.7;OK
delegado 9: ;203;2.7;2.7;OK
delegado 10: ;205;2.7;5.0;OK
delegado 11: ;199;5.0;5.0;OK
delegado 12: ;157;5.0;5.0;OK
delegado 13: ;156;5.0;5.2;OK
delegado 14: ;257;5.2;5.2;OK
delegado 15: ;204;5.2;3.7;OK
delegado 16: ;222;3.7;3.7;OK
delegado 17: ;197;3.7;3.7;OK
delegado 18: ;218;7.7;7.7;OK
delegado 19: ;160;7.7;7.7;OK
delegado 20: ;143;7.7;3.2;OK
delegado 21: ;239;3.2;3.2;OK
delegado 22: ;210;3.2;4.6;OK
delegado 23: ;241;4.6;4.6;OK
delegado 24: ;219;4.6;3.0;OK
delegado 25: ;277;3.0;3.0;OK
delegado 26: ;184;3.0;1.5;OK
delegado 27: ;241;1.5;1.5;OK
delegado 28: ;163;1.5;1.5;OK
delegado 29: ;183;1.5;3.9;OK
delegado 30: ;217;3.9;3.9;OK
delegado 31: ;169;3.9;3.9;OK
delegado 32: ;247;3.9;2.7;OK
delegado 33: ;299;2.7;2.7;OK
delegado 34: ;164;2.7;4.4;OK
delegado 35: ;200;4.4;4.4;OK
delegado 36: ;174;4.4;4.4;OK
delegado 37: ;244;4.4;5.5;OK
delegado 38: ;214;5.5;5.5;OK
delegado 39: ;251;5.5;2.2;OK
delegado 40: ;188;2.2;2.2;OK
delegado 41: ;192;2.2;2.2;OK
delegado 42: ;239;2.2;2.2;OK
delegado 43: ;135;2.2;2.2;OK
delegado 44: ;147;2.2;2.2;OK
delegado 45: ;137;2.2;6.2;OK
delegado 46: ;190;6.2;6.2;OK
delegado 47: ;281;6.2;3.6;OK
delegado 48: ;159;3.6;3.6;OK
delegado 49: ;221;3.6;3.6;OK
delegado 50: ;223;3.6;3.9;OK
delegado 51: ;170;3.9;3.9;OK
delegado 52: ;216;3.9;3.9;OK
delegado 53: ;142;3.9;7.6;OK
delegado 54: ;194;7.6;7.6;OK
delegado 55: ;188;7.6;7.6;OK
delegado 56: ;190;7.6;7.0;OK
delegado 57: ;140;7.0;7.0;OK
delegado 58: ;183;7.0;7.0;OK
delegado 59: ;190;7.0;5.8;OK
delegado 60: ;173;5.8;5.8;OK
delegado 61: ;232;5.8;5.8;OK
delegado 62: ;178;5.8;5.7;OK
delegado 63: ;174;5.7;5.7;OK
delegado 64: ;145;5.7;5.7;OK
delegado 65: ;218;5.7;4.3;OK
delegado 66: ;158;4.3;4.3;OK
delegado 67: ;252;4.3;4.3;OK
delegado 68: ;232;4.3;4.8;OK
delegado 69: ;244;4.8;4.8;OK
delegado 70: ;196;4.8;4.8;OK
delegado 71: ;241;3.8;3.8;OK
delegado 72: ;281;3.8;1.1;OK
delegado 73: ;191;1.1;1.1;OK
delegado 74: ;178;1.1;1.1;OK
delegado 75: ;167;1.1;5.6;OK
delegado 76: ;165;5.6;5.6;OK
delegado 77: ;218;5.6;5.6;OK
delegado 78: ;181;5.6;4.7;OK
delegado 79: ;166;4.7;4.7;OK
delegado 80: ;235;4.7;4.7;OK
delegado 81: ;193;4.7;4.5;OK
delegado 82: ;223;4.5;4.5;OK
delegado 83: ;211;4.5;4.5;OK
delegado 84: ;178;6.9;6.9;OK
delegado 85: ;204;6.9;6.9;OK
delegado 86: ;170;6.9;3.7;OK
delegado 87: ;190;3.7;3.7;OK
delegado 88: ;241;3.7;3.7;OK
delegado 89: ;181;3.8;3.8;OK
delegado 90: ;209;3.8;3.8;OK
delegado 91: ;190;3.8;3.6;OK
delegado 92: ;162;3.6;3.6;OK
delegado 93: ;171;3.6;3.6;OK
delegado 94: ;167;3.6;4.6;OK
delegado 95: ;232;4.6;4.6;OK
delegado 96: ;241;4.6;2.1;OK
delegado 97: ;188;2.1;2.1;OK
delegado 98: ;227;2.1;2.1;OK
delegado 99: ;192;2.1;4.4;OK
delegado 100: ;299;4.4;4.4;OK
delegado 101: ;188;4.4;2.8;OK
delegado 102: ;177;2.8;2.8;OK
delegado 103: ;297;2.8;2.1;OK
delegado 104: ;246;2.1;2.1;OK
delegado 105: ;224;2.1;4.4;OK
delegado 106: ;218;4.4;4.4;OK
delegado 107: ;201;4.4;4.4;OK
delegado 108: ;152;9.3;9.3;OK
delegado 109: ;261;9.3;9.3;OK
delegado 110: ;163;9.3;4.8;OK
delegado 111: ;127;4.8;4.8;OK
delegado 112: ;194;4.8;4.8;OK
delegado 113: ;133;4.8;5.1;OK
delegado 114: ;243;5.1;5.1;OK
delegado 115: ;248;5.1;2.1;OK
delegado 116: ;183;2.1;2.1;OK
delegado 117: ;181;2.1;2.1;OK
delegado 118: ;167;2.1;3.7;OK
delegado 119: ;176;3.7;3.7;OK
delegado 120: ;191;3.7;3.7;OK
delegado 121: ;200;3.7;3.5;OK
delegado 122: ;197;3.5;3.5;OK
delegado 123: ;221;3.5;3.5;OK
delegado 124: ;183;3.5;5.1;OK
delegado 125: ;190;5.1;5.1;OK
delegado 126: ;204;5.1;5.1;OK
delegado 127: ;151;5.1;6.1;OK
delegado 128: ;211;6.1;6.1;OK
delegado 129: ;156;6.1;6.1;OK
delegado 130: ;203;6.1;4.7;OK
delegado 131: ;155;4.7;4.7;OK
delegado 132: ;167;4.7;4.7;OK
delegado 133: ;171;4.7;4.7;OK
delegado 134: ;199;4.7;4.7;OK
delegado 135: ;227;4.7;4.7;OK
delegado 136: ;170;4.7;3.4;OK
delegado 137: ;219;3.4;3.4;OK
delegado 138: ;169;3.4;3.4;OK
delegado 139: ;206;3.4;1.7;OK
delegado 140: ;176;1.7;1.7;OK
delegado 141: ;196;1.7;1.7;OK
delegado 142: ;178;1.7;4.9;OK
delegado 143: ;219;4.9;4.9;OK
delegado 144: ;194;4.9;4.9;OK
delegado 145: ;183;4.9;4.5;OK
delegado 146: ;163;4.5;4.5;OK
delegado 147: ;223;4.5;4.5;OK
delegado 148: ;233;4.5;3.8;OK
delegado 149: ;198;3.8;3.8;OK
delegado 150: ;181;3.8;3.8;OK
delegado 151: ;222;3.8;5.0;OK
delegado 152: ;222;5.0;5.0;OK
delegado 153: ;206;5.0;5.0;OK
delegado 154: ;301;3.8;3.8;OK
delegado 155: ;183;3.8;3.7;OK
delegado 156: ;160;3.7;3.7;OK
delegado 157: ;159;3.7;3.7;OK
delegado 158: ;218;3.7;2.5;OK
delegado 159: ;230;2.5;2.5;OK
delegado 160: ;174;2.5;2.5;OK
delegado 161: ;235;2.5;4.2;OK
delegado 162: ;175;4.2;4.2;OK
delegado 163: ;162;4.2;4.2;OK
delegado 164: ;178;4.2;3.9;OK
delegado 165: ;223;3.9;3.9;OK
delegado 166: ;189;3.9;3.9;OK
delegado 167: ;196;3.9;2.8;OK
delegado 168: ;197;2.8;2.8;OK
delegado 169: ;207;2.8;2.8;OK
delegado 170: ;562;2.8;2.5;OK
delegado 171: ;476;2.5;1.5;OK
delegado 172: ;193;1.5;1.5;OK
delegado 173: ;236;1.5;1.5;OK
delegado 174: ;168;4.6;4.6;OK
delegado 175: ;170;4.6;4.6;OK
delegado 176: ;275;4.6;3.4;OK
delegado 177: ;178;3.4;3.4;OK
delegado 178: ;269;3.4;3.8;OK
delegado 179: ;214;3.8;3.8;OK
delegado 180: ;269;3.8;2.8;OK
delegado 181: ;196;2.8;2.8;OK
delegado 182: ;172;2.8;2.8;OK
delegado 183: ;266;2.8;5.3;OK
delegado 184: ;197;5.3;5.3;OK
delegado 185: ;168;5.3;5.3;OK
delegado 186: ;223;5.3;4.0;OK
delegado 187: ;163;4.0;4.0;OK
delegado 188: ;170;4.0;4.0;OK
delegado 189: ;184;4.0;2.5;OK
delegado 190: ;208;2.5;2.5;OK
delegado 191: ;166;2.5;2.5;OK
delegado 192: ;182;2.5;4.2;OK
delegado 193: ;1041;4.2;0.7;OK
delegado 194: ;168;0.7;0.7;OK
delegado 195: ;185;0.7;0.7;OK
delegado 196: ;186;0.7;4.9;OK
delegado 197: ;321;4.9;4.9;OK
delegado 198: ;445;4.9;0.4;OK
delegado 199: ;164;0.4;0.4;OK
Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1973;0.0;35.9;OK
delegado 1: ;311;35.9;35.9;OK
delegado 2: ;319;35.9;3.4;OK
delegado 3: ;204;3.4;3.4;OK
delegado 4: ;148;3.4;3.4;OK
delegado 5: ;216;3.4;8.2;OK
delegado 6: ;188;8.2;8.2;OK
delegado 7: ;184;8.2;8.2;OK
delegado 8: ;251;8.2;3.2;OK
delegado 9: ;239;3.2;3.2;OK
delegado 10: ;198;3.2;3.2;OK
delegado 11: ;182;9.1;9.1;OK
delegado 12: ;193;9.1;9.1;OK
delegado 13: ;172;9.1;3.1;OK
delegado 14: ;220;3.1;3.1;OK
delegado 15: ;191;3.1;3.1;OK
delegado 16: ;159;3.1;2.3;OK
delegado 17: ;183;2.3;2.3;OK
delegado 18: ;217;2.3;2.3;OK
delegado 19: ;211;2.3;3.8;OK
delegado 20: ;140;3.8;3.8;OK
delegado 21: ;242;3.8;3.8;OK
delegado 22: ;194;3.8;3.5;OK
delegado 23: ;208;3.5;3.5;OK
delegado 24: ;183;3.5;3.5;OK
delegado 25: ;198;3.5;5.2;OK
delegado 26: ;188;5.2;5.2;OK
delegado 27: ;233;5.2;5.2;OK
delegado 28: ;228;5.2;4.2;OK
delegado 29: ;176;4.2;4.2;OK
delegado 30: ;225;4.2;4.2;OK
delegado 31: ;228;4.2;2.7;OK
delegado 32: ;315;2.7;2.7;OK
delegado 33: ;198;2.7;1.3;OK
delegado 34: ;183;1.3;1.3;OK
delegado 35: ;200;1.3;1.3;OK
delegado 36: ;206;1.3;3.4;OK
delegado 37: ;229;3.4;3.4;OK
delegado 38: ;265;3.4;2.8;OK
delegado 39: ;196;2.8;2.8;OK
delegado 40: ;204;2.8;2.8;OK
delegado 41: ;229;2.8;4.3;OK
delegado 42: ;187;4.3;4.3;OK
delegado 43: ;224;4.3;4.3;OK
delegado 44: ;268;4.3;4.1;OK
delegado 45: ;200;4.1;4.1;OK
delegado 46: ;220;4.1;4.1;OK
delegado 47: ;184;4.1;3.4;OK
delegado 48: ;191;3.4;3.4;OK
delegado 49: ;205;3.4;3.4;OK
delegado 50: ;245;3.4;3.2;OK
delegado 51: ;225;3.2;3.2;OK
delegado 52: ;136;3.2;3.2;OK
delegado 53: ;126;3.2;6.9;OK
delegado 54: ;290;6.9;6.9;OK
delegado 55: ;302;6.9;4.7;OK
delegado 56: ;225;4.7;4.7;OK
delegado 57: ;231;4.7;3.0;OK
delegado 58: ;198;3.0;3.0;OK
delegado 59: ;278;3.0;5.8;OK
delegado 60: ;193;5.8;5.8;OK
delegado 61: ;719;5.8;4.0;OK
delegado 62: ;210;4.0;4.0;OK
delegado 63: ;185;4.0;4.0;OK
delegado 64: ;263;4.0;4.2;OK
delegado 65: ;282;4.2;4.2;OK
delegado 66: ;186;4.2;2.9;OK
delegado 67: ;163;2.9;2.9;OK
delegado 68: ;245;2.9;2.9;OK
delegado 69: ;254;2.9;3.1;OK
delegado 70: ;177;3.1;3.1;OK
delegado 71: ;174;3.1;3.1;OK
delegado 72: ;200;3.1;4.2;OK
delegado 73: ;165;4.2;4.2;OK
delegado 74: ;186;4.2;4.2;OK
delegado 75: ;189;4.2;3.7;OK
delegado 76: ;195;3.7;3.7;OK
delegado 77: ;209;3.7;3.7;OK
delegado 78: ;223;3.7;4.3;OK
delegado 79: ;180;4.3;4.3;OK
delegado 80: ;196;4.3;4.3;OK
delegado 81: ;594;2.1;0.6;OK
delegado 82: ;923;0.6;0.4;OK
delegado 83: ;1383;0.4;0.9;OK
delegado 84: ;180;0.9;0.9;OK
delegado 85: ;207;0.9;0.9;OK
delegado 86: ;243;3.8;3.8;OK
delegado 87: ;246;3.8;2.2;OK
delegado 88: ;212;2.2;2.2;OK
delegado 89: ;236;2.2;3.1;OK
delegado 90: ;192;3.1;3.1;OK
delegado 91: ;253;3.1;2.3;OK
delegado 92: ;195;2.3;2.3;OK
delegado 93: ;194;2.3;2.3;OK
delegado 94: ;159;2.3;5.8;OK
delegado 95: ;208;5.8;5.8;OK
delegado 96: ;193;5.8;5.8;OK
delegado 97: ;203;5.8;5.6;OK
delegado 98: ;218;5.6;5.6;OK
delegado 99: ;177;5.6;5.6;OK
delegado 100: ;235;5.6;2.1;OK
delegado 101: ;210;2.1;2.1;OK
delegado 102: ;164;2.1;2.1;OK
delegado 103: ;212;2.1;3.4;OK
delegado 104: ;254;3.4;3.4;OK
delegado 105: ;178;3.4;3.4;OK
delegado 106: ;224;2.3;2.3;OK
delegado 107: ;306;2.3;3.4;OK
delegado 108: ;188;3.4;3.4;OK
delegado 109: ;189;3.4;3.4;OK
delegado 110: ;197;3.4;7.0;OK
delegado 111: ;209;7.0;7.0;OK
delegado 112: ;215;7.0;7.0;OK
delegado 113: ;201;3.1;3.1;OK
delegado 114: ;203;3.1;3.1;OK
delegado 115: ;537;3.1;1.9;OK
delegado 116: ;217;1.9;1.9;OK
delegado 117: ;278;1.9;2.1;OK
delegado 118: ;308;2.1;2.1;OK
delegado 119: ;254;2.1;2.5;OK
delegado 120: ;196;2.5;2.5;OK
delegado 121: ;146;2.5;2.5;OK
delegado 122: ;237;2.5;5.1;OK
delegado 123: ;174;5.1;5.1;OK
delegado 124: ;228;5.1;5.1;OK
delegado 125: ;176;5.1;3.4;OK
delegado 126: ;258;3.4;3.4;OK
delegado 127: ;179;3.4;3.4;OK
delegado 128: ;249;7.3;7.3;OK
delegado 129: ;157;7.3;7.3;OK
delegado 130: ;227;7.3;2.2;OK
delegado 131: ;165;2.2;2.2;OK
delegado 132: ;184;2.2;2.2;OK
delegado 133: ;230;2.2;3.5;OK
delegado 134: ;307;3.5;3.5;OK
delegado 135: ;222;3.5;2.0;OK
delegado 136: ;232;2.0;2.0;OK
delegado 137: ;233;2.0;1.4;OK
delegado 138: ;200;1.4;1.4;OK
delegado 139: ;311;1.4;2.7;OK
delegado 140: ;261;2.7;2.7;OK
delegado 141: ;175;2.7;2.7;OK
delegado 142: ;218;3.8;3.8;OK
delegado 143: ;193;3.8;3.8;OK
delegado 144: ;442;3.8;2.1;OK
delegado 145: ;241;2.1;2.1;OK
delegado 146: ;193;2.1;2.1;OK
delegado 147: ;186;5.3;5.3;OK
delegado 148: ;216;5.3;5.3;OK
delegado 149: ;189;5.3;2.3;OK
